year,month,parent_id,parent_codigo,parent_descricao,children_count,parent_previsto,children_previsto_sum,delta_previsto,status
2024,2024-01,(+) RECEITA SOBRE SERVIÇOS-1,,(+) RECEITA SOBRE SERVIÇOS,8,2490935644.00,2490935644.00,0.00,OK
2024,2024-02,(+) RECEITA SOBRE SERVIÇOS-1,,(+) RECEITA SOBRE SERVIÇOS,8,2354973893.00,2354973893.00,0.00,OK
2024,2024-03,(+) RECEITA SOBRE SERVIÇOS-1,,(+) RECEITA SOBRE SERVIÇOS,8,2565105935.00,2565105935.00,0.00,OK
2024,2024-04,(+) RECEITA SOBRE SERVIÇOS-1,,(+) RECEITA SOBRE SERVIÇOS,8,1383796899.00,1383796899.00,0.00,OK
2024,2024-05,(+) RECEITA SOBRE SERVIÇOS-1,,(+) RECEITA SOBRE SERVIÇOS,8,3506673427.00,3506673427.00,0.00,OK
2024,2024-06,(+) RECEITA SOBRE SERVIÇOS-1,,(+) RECEITA SOBRE SERVIÇOS,8,2445130130.00,2445130130.00,0.00,OK
2024,2024-07,(+) RECEITA SOBRE SERVIÇOS-1,,(+) RECEITA SOBRE SERVIÇOS,8,2804551125.00,2804551125.00,0.00,OK
2024,2024-08,(+) RECEITA SOBRE SERVIÇOS-1,,(+) RECEITA SOBRE SERVIÇOS,8,325163268.00,325163268.00,0.00,OK
2024,2024-09,(+) RECEITA SOBRE SERVIÇOS-1,,(+) RECEITA SOBRE SERVIÇOS,8,3267543547.00,3267543547.00,0.00,OK
2024,2024-10,(+) RECEITA SOBRE SERVIÇOS-1,,(+) RECEITA SOBRE SERVIÇOS,8,396382521.00,396382521.00,0.00,OK
2024,2024-11,(+) RECEITA SOBRE SERVIÇOS-1,,(+) RECEITA SOBRE SERVIÇOS,8,791178708.00,791178708.00,0.00,OK
2024,2024-12,(+) RECEITA SOBRE SERVIÇOS-1,,(+) RECEITA SOBRE SERVIÇOS,8,2569286300.00,2569286300.00,0.00,OK
2024,2024-01,(+) RECEITA SOBRE VENDA MERCADO INTERNO-11,,(+) RECEITA SOBRE VENDA MERCADO INTERNO,9,12361675504.00,12361675504.00,0.00,OK
2024,2024-02,(+) RECEITA SOBRE VENDA MERCADO INTERNO-11,,(+) RECEITA SOBRE VENDA MERCADO INTERNO,9,14043986554.00,14043986554.00,0.00,OK
2024,2024-03,(+) RECEITA SOBRE VENDA MERCADO INTERNO-11,,(+) RECEITA SOBRE VENDA MERCADO INTERNO,9,25878381790.00,25878381790.00,0.00,OK
2024,2024-04,(+) RECEITA SOBRE VENDA MERCADO INTERNO-11,,(+) RECEITA SOBRE VENDA MERCADO INTERNO,9,8841432987.00,8841432987.00,0.00,OK
2024,2024-05,(+) RECEITA SOBRE VENDA MERCADO INTERNO-11,,(+) RECEITA SOBRE VENDA MERCADO INTERNO,9,18645329777.00,18645329777.00,0.00,OK
2024,2024-06,(+) RECEITA SOBRE VENDA MERCADO INTERNO-11,,(+) RECEITA SOBRE VENDA MERCADO INTERNO,9,12455073727.00,12455073727.00,0.00,OK
2024,2024-07,(+) RECEITA SOBRE VENDA MERCADO INTERNO-11,,(+) RECEITA SOBRE VENDA MERCADO INTERNO,9,14437256390.00,14437256390.00,0.00,OK
2024,2024-08,(+) RECEITA SOBRE VENDA MERCADO INTERNO-11,,(+) RECEITA SOBRE VENDA MERCADO INTERNO,9,17729550959.00,17729550959.00,0.00,OK
2024,2024-09,(+) RECEITA SOBRE VENDA MERCADO INTERNO-11,,(+) RECEITA SOBRE VENDA MERCADO INTERNO,9,15038341119.00,15038341119.00,0.00,OK
2024,2024-10,(+) RECEITA SOBRE VENDA MERCADO INTERNO-11,,(+) RECEITA SOBRE VENDA MERCADO INTERNO,9,23462849275.00,23462849275.00,0.00,OK
2024,2024-11,(+) RECEITA SOBRE VENDA MERCADO INTERNO-11,,(+) RECEITA SOBRE VENDA MERCADO INTERNO,9,13624797786.00,13624797786.00,0.00,OK
2024,2024-12,(+) RECEITA SOBRE VENDA MERCADO INTERNO-11,,(+) RECEITA SOBRE VENDA MERCADO INTERNO,9,12413147874.00,12413147874.00,0.00,OK
2024,2024-01,(+) OUTRAS RECEITAS OPERACIONAIS-24,,(+) OUTRAS RECEITAS OPERACIONAIS,1,25000.00,25000.00,0.00,OK
2024,2024-02,(+) OUTRAS RECEITAS OPERACIONAIS-24,,(+) OUTRAS RECEITAS OPERACIONAIS,1,25000.00,25000.00,0.00,OK
2024,2024-03,(+) OUTRAS RECEITAS OPERACIONAIS-24,,(+) OUTRAS RECEITAS OPERACIONAIS,1,25000.00,25000.00,0.00,OK
2024,2024-04,(+) OUTRAS RECEITAS OPERACIONAIS-24,,(+) OUTRAS RECEITAS OPERACIONAIS,1,25000.00,25000.00,0.00,OK
2024,2024-05,(+) OUTRAS RECEITAS OPERACIONAIS-24,,(+) OUTRAS RECEITAS OPERACIONAIS,1,25000.00,25000.00,0.00,OK
2024,2024-06,(+) OUTRAS RECEITAS OPERACIONAIS-24,,(+) OUTRAS RECEITAS OPERACIONAIS,1,25000.00,25000.00,0.00,OK
2024,2024-07,(+) OUTRAS RECEITAS OPERACIONAIS-24,,(+) OUTRAS RECEITAS OPERACIONAIS,1,25000.00,25000.00,0.00,OK
2024,2024-08,(+) OUTRAS RECEITAS OPERACIONAIS-24,,(+) OUTRAS RECEITAS OPERACIONAIS,1,25000.00,25000.00,0.00,OK
2024,2024-09,(+) OUTRAS RECEITAS OPERACIONAIS-24,,(+) OUTRAS RECEITAS OPERACIONAIS,1,25000.00,25000.00,0.00,OK
2024,2024-10,(+) OUTRAS RECEITAS OPERACIONAIS-24,,(+) OUTRAS RECEITAS OPERACIONAIS,1,25000.00,25000.00,0.00,OK
2024,2024-11,(+) OUTRAS RECEITAS OPERACIONAIS-24,,(+) OUTRAS RECEITAS OPERACIONAIS,1,25000.00,25000.00,0.00,OK
2024,2024-12,(+) OUTRAS RECEITAS OPERACIONAIS-24,,(+) OUTRAS RECEITAS OPERACIONAIS,1,25000.00,25000.00,0.00,OK
2024,2024-01,(-) DEDUÇÕES-29,,(-) DEDUÇÕES,19,-29371411547.00,-29371411547.00,0.00,OK
2024,2024-02,(-) DEDUÇÕES-29,,(-) DEDUÇÕES,19,-34189746566.00,-34189746566.00,0.00,OK
2024,2024-03,(-) DEDUÇÕES-29,,(-) DEDUÇÕES,19,-34946045948.00,-34946045948.00,0.00,OK
2024,2024-04,(-) DEDUÇÕES-29,,(-) DEDUÇÕES,19,-38058132028.00,-38058132028.00,0.00,OK
2024,2024-05,(-) DEDUÇÕES-29,,(-) DEDUÇÕES,19,-42311629078.00,-42311629078.00,0.00,OK
2024,2024-06,(-) DEDUÇÕES-29,,(-) DEDUÇÕES,19,-39585393776.00,-39585393776.00,0.00,OK
2024,2024-07,(-) DEDUÇÕES-29,,(-) DEDUÇÕES,19,-47660792937.00,-47660792937.00,0.00,OK
2024,2024-08,(-) DEDUÇÕES-29,,(-) DEDUÇÕES,19,-34807540730.00,-34807540730.00,0.00,OK
2024,2024-09,(-) DEDUÇÕES-29,,(-) DEDUÇÕES,19,-39539077541.00,-39539077541.00,0.00,OK
2024,2024-10,(-) DEDUÇÕES-29,,(-) DEDUÇÕES,19,-40870155535.00,-40870155535.00,0.00,OK
2024,2024-11,(-) DEDUÇÕES-29,,(-) DEDUÇÕES,19,-42900786172.00,-42900786172.00,0.00,OK
2024,2024-12,(-) DEDUÇÕES-29,,(-) DEDUÇÕES,19,-32197475822.00,-32197475822.00,0.00,OK
2024,2024-01,&nbsp;&nbsp;(-) INSUMOS E SERVIÇOS DE TERCEIROS-60,,(-) INSUMOS E SERVIÇOS DE TERCEIROS,1,-248200289.00,-248200289.00,0.00,OK
2024,2024-02,&nbsp;&nbsp;(-) INSUMOS E SERVIÇOS DE TERCEIROS-60,,(-) INSUMOS E SERVIÇOS DE TERCEIROS,1,-252580024.00,-252580024.00,0.00,OK
2024,2024-03,&nbsp;&nbsp;(-) INSUMOS E SERVIÇOS DE TERCEIROS-60,,(-) INSUMOS E SERVIÇOS DE TERCEIROS,1,-2829783991.00,-2829783991.00,0.00,OK
2024,2024-04,&nbsp;&nbsp;(-) INSUMOS E SERVIÇOS DE TERCEIROS-60,,(-) INSUMOS E SERVIÇOS DE TERCEIROS,1,-3291318657.00,-3291318657.00,0.00,OK
2024,2024-05,&nbsp;&nbsp;(-) INSUMOS E SERVIÇOS DE TERCEIROS-60,,(-) INSUMOS E SERVIÇOS DE TERCEIROS,1,-34189689.00,-34189689.00,0.00,OK
